month	active_editors	anonymous_edits	mobile-heavy_wiki_active_editors	mobile-heavy_wiki_edits	mobile-heavy_wiki_new_editor_retention	mobile-heavy_wiki_nonbot_edits	mobile_edits	net_new_Commons_content_pages	net_new_Wikidata_entities	net_new_Wikipedia_articles	net_new_content_pages	new_active_editors	new_editor_retention	non_anonymous_edits	other_nonbot_edits	returning_active_editors	revert_rate	total_edits	uploads	wikidata_edits
2022-09-01	87031.0	1928853.0	4921.0	822150.0	0.0549464398235664	532849.0	1993376.0	842819.0	590325.0	331966.0	2018256.0	15830.0	0.0650892767579496	43350176.0	9754583.0	71201.0	0.0444245438058997	45279357.0	888169.0	21794003.0
2022-10-01	89943.0	2103644.0	5154.0	1000487.0	0.0536518259129564	529468.0	2106116.0	919737.0	575671.0	202817.0	1950071.0	16963.0	0.0743462676513748	45890898.0	10348175.0	72980.0	0.0424652429820116	47994811.0	982244.0	21546828.0
2022-11-01	88470.0	2037337.0	4881.0	936197.0	0.0507826086956521	516474.0	1986573.0	1004268.0	460797.0	205291.0	1925293.0	16012.0	0.0798629951166576	44458168.0	10186389.0	72458.0	0.0499833146695105	46495714.0	1085844.0	19515262.0
2022-12-01	88845.0	2015566.0	5236.0	1281700.0	0.0416705771938057	539969.0	2028754.0	785030.0	518401.0	229919.0	1733876.0	15706.0	0.0702429407275502	43788318.0	10601038.0	73139.0	0.0449890128848636	45804026.0	839212.0	17493716.0
2023-01-01	94010.0	2136383.0	5531.0	1473586.0	0.0545929266555898	563487.0	2183828.0	763067.0	668528.0	198062.0	1997150.0	17906.0	0.0613861165567635	49276599.0	11886151.0	76104.0	0.0400431767304346	51413312.0	821499.0	22817468.0
2023-02-01	87939.0	1848805.0	5091.0	1149044.0	0.0596619158104076	496434.0	1873950.0	601988.0	385735.0	218166.0	1444956.0	16298.0	0.0608531115679312	42097626.0	10394629.0	71641.0	0.0520520142696304	43946614.0	660012.0	19303690.0
2023-03-01	93519.0	2030811.0	5453.0	1585639.0	0.053838065194532	568648.0	2077931.0	802669.0	416195.0	217410.0	1736767.0	18140.0	0.0814471151473273	47736130.0	11022123.0	75379.0	0.067389121201411	49767168.0	856120.0	22102794.0
2023-04-01	91012.0	1961180.0	5253.0	880299.0	0.0545680546923555	510863.0	2036253.0	796965.0	480902.0	216111.0	1841465.0	16803.0	0.0701664986540527	45754123.0	11044883.0	74209.0	0.0567744517411737	47715591.0	846514.0	20169473.0
2023-05-01	91722.0	2002114.0	5283.0	990895.0	0.0554419723391461	515371.0	2130238.0	806293.0	779698.0	202301.0	3211236.0	16775.0	0.0672782567674719	48036537.0	10815482.0	74947.0	0.0633856452053059	50038842.0	852157.0	19492792.0
2023-06-01	87969.0	1895243.0	5411.0	947840.0	0.0571960297766749	523348.0	2092098.0	950689.0	1139939.0	160329.0	2882786.0	16008.0	0.0614693976594641	46400660.0	10181672.0	71961.0	0.0496379633267351	48296199.0	1008563.0	20461438.0
2023-07-01	87897.0	1880484.0	5070.0	1185634.0	0.054265375189637	526894.0	2234879.0	1305360.0	903759.0	157392.0	2729635.0	15504.0	0.0583085508069636	42620027.0	10590389.0	72393.0	0.0437827476946888	44506144.0	1352608.0	16854315.0
2023-08-01	88070.0	1870043.0	5090.0	1222563.0	0.0490407826197433	540844.0	2298911.0	1090121.0	962798.0	164588.0	2872486.0	14927.0	0.0579881512543579	45475870.0	10778493.0	73143.0	0.0447154481009526	47350800.0	1137635.0	21763128.0
2023-09-01	86544.0	1859529.0	4828.0	1420546.0	0.0470995210218201	493967.0	2310999.0	1352462.0	639425.0	152424.0	2767806.0	15168.0	0.0597523729866048	42770637.0	10085554.0	71376.0	0.0445713184755932	44634811.0	1402160.0	18717000.0
2023-10-01	87430.0	1959793.0	4666.0	1352670.0	0.0550103662750518	503932.0	2206402.0	1290332.0	353332.0	279120.0	2459079.0	15211.0	0.0739399631721393	42020306.0	10878221.0	72219.0	0.0451243636556321	43983455.0	1321005.0	16623729.0
2023-11-01	87719.0	1875848.0	4715.0	927448.0	0.0522508038585209	479887.0	2055075.0	1344681.0	272586.0	295060.0	2551394.0	14898.0	0.0806679097341748	42397598.0	10519402.0	72821.0	0.0426404492034751	44277545.0	1378321.0	19082874.0
2023-12-01	87017.0	1813172.0	5055.0	955720.0	0.0465819721718088	504497.0	2133742.0	1330409.0	437704.0	296405.0	2682582.0	14200.0	0.0727423479814553	47008898.0	11974000.0	72817.0	0.04090489436127	48827561.0	1362402.0	20370931.0
2024-01-01	91329.0	1970456.0	5205.0	939607.0	0.0517171168725397	570828.0	2268178.0	1221484.0	317225.0	169848.0	2117679.0	15524.0	0.0582397366382649	54614552.0	12013464.0	75805.0	0.0501944722249887	56590457.0	1300535.0	24127839.0
2024-02-01	87553.0	1808711.0	4996.0	1146209.0	0.0564769802688018	536651.0	1993665.0	821603.0	284262.0	165848.0	1618670.0	14747.0	0.0630186618358131	52889917.0	11076541.0	72806.0	0.0398312847242042	54703380.0	867216.0	23930742.0
